,machineID,dt_truncated,comp1sum,comp2sum,comp3sum,comp4sum
17899,53,2015-05-24 14:00:00,177.0,207.0,222.0,162.0
17900,53,2015-06-05 14:00:00,189.0,219.0,234.0,174.0
17901,53,2015-08-01 14:00:00,246.0,276.0,291.0,231.0
17902,55,2015-01-16 13:00:00,214.0,19.0,94.0,214.0
17903,55,2015-08-14 02:00:00,424.0,229.0,304.0,424.0
17904,55,2015-10-14 02:00:00,485.0,290.0,365.0,485.0
17905,55,2015-10-27 13:00:00,498.0,303.0,378.0,498.0
17906,55,2015-11-18 01:00:00,520.0,325.0,400.0,520.0
17907,56,2015-01-27 01:00:00,105.0,180.0,45.0,240.0
17908,56,2015-06-15 14:00:00,244.0,319.0,184.0,379.0
17909,56,2015-06-21 14:00:00,250.0,325.0,190.0,385.0
17910,56,2015-07-15 14:00:00,274.0,349.0,214.0,409.0
17911,56,2015-10-20 02:00:00,371.0,446.0,311.0,506.0
17912,56,2015-10-31 13:00:00,382.0,457.0,322.0,517.0
17913,57,2015-01-02 13:00:00,35.0,200.0,140.0,140.0
17914,58,2015-06-01 02:00:00,215.0,275.0,290.0,335.0
17915,58,2015-07-16 02:00:00,260.0,320.0,335.0,380.0
17916,58,2015-09-05 02:00:00,311.0,371.0,386.0,431.0
17917,58,2015-11-27 01:00:00,394.0,454.0,469.0,514.0
17918,58,2015-12-22 13:00:00,419.0,479.0,494.0,539.0
17919,59,2015-10-30 13:00:00,306.0,471.0,441.0,366.0
17920,60,2015-03-01 01:00:00,273.0,228.0,168.0,153.0
17921,61,2015-05-14 14:00:00,317.0,287.0,197.0,332.0
17922,61,2015-09-05 02:00:00,431.0,401.0,311.0,446.0
17923,61,2015-12-06 13:00:00,523.0,493.0,403.0,538.0
17924,62,2015-03-31 14:00:00,213.0,168.0,138.0,228.0
17925,62,2015-06-28 14:00:00,302.0,257.0,227.0,317.0
17926,62,2015-11-25 01:00:00,452.0,407.0,377.0,467.0
17927,63,2015-01-31 13:00:00,199.0,109.0,109.0,199.0
17928,63,2015-04-29 14:00:00,287.0,197.0,197.0,287.0
17929,63,2015-06-19 14:00:00,338.0,248.0,248.0,338.0
17930,63,2015-08-14 14:00:00,394.0,304.0,304.0,394.0
17931,64,2015-03-02 13:00:00,184.0,109.0,94.0,229.0
17932,65,2015-03-17 01:00:00,184.0,289.0,244.0,169.0
17933,65,2015-05-23 02:00:00,251.0,356.0,311.0,236.0
17934,65,2015-06-10 02:00:00,269.0,374.0,329.0,254.0
17935,65,2015-06-11 14:00:00,270.0,375.0,330.0,255.0
17936,65,2015-10-24 02:00:00,405.0,510.0,465.0,390.0
17937,66,2015-12-13 01:00:00,410.0,365.0,515.0,365.0
17938,67,2015-06-26 02:00:00,360.0,285.0,255.0,225.0
17939,67,2015-08-27 14:00:00,422.0,347.0,317.0,287.0
17940,67,2015-12-12 13:00:00,529.0,454.0,424.0,394.0
17941,68,2015-04-29 02:00:00,227.0,137.0,152.0,197.0
17942,68,2015-05-12 02:00:00,240.0,150.0,165.0,210.0
17943,68,2015-09-13 14:00:00,364.0,274.0,289.0,334.0
17944,69,2015-02-01 01:00:00,65.0,200.0,200.0,110.0
17945,69,2015-04-07 02:00:00,130.0,265.0,265.0,175.0
17946,69,2015-05-04 02:00:00,157.0,292.0,292.0,202.0
17947,69,2015-06-18 14:00:00,202.0,337.0,337.0,247.0
17948,70,2015-01-10 13:00:00,58.0,163.0,43.0,193.0
17949,70,2015-01-25 13:00:00,73.0,178.0,58.0,208.0
17950,70,2015-03-23 01:00:00,130.0,235.0,115.0,265.0
17951,70,2015-05-14 02:00:00,182.0,287.0,167.0,317.0
17952,70,2015-08-19 02:00:00,279.0,384.0,264.0,414.0
17953,70,2015-11-07 13:00:00,359.0,464.0,344.0,494.0
17954,71,2015-10-20 14:00:00,311.0,416.0,311.0,446.0
17955,71,2015-12-12 01:00:00,364.0,469.0,364.0,499.0
17956,71,2015-12-20 01:00:00,372.0,477.0,372.0,507.0
17957,72,2015-01-25 01:00:00,178.0,88.0,58.0,148.0
17958,72,2015-04-02 02:00:00,245.0,155.0,125.0,215.0
17959,72,2015-06-29 02:00:00,333.0,243.0,213.0,303.0
17960,72,2015-12-29 13:00:00,516.0,426.0,396.0,486.0
17961,73,2015-01-20 01:00:00,188.0,53.0,113.0,203.0
17962,73,2015-10-10 02:00:00,451.0,316.0,376.0,466.0
17963,73,2015-12-04 13:00:00,506.0,371.0,431.0,521.0
17964,74,2015-03-13 01:00:00,195.0,195.0,165.0,285.0
17965,74,2015-05-25 14:00:00,268.0,268.0,238.0,358.0
17966,74,2015-08-16 02:00:00,351.0,351.0,321.0,441.0
17967,75,2015-06-12 14:00:00,256.0,211.0,376.0,271.0
17968,75,2015-10-16 14:00:00,382.0,337.0,502.0,397.0
17969,75,2015-11-06 01:00:00,403.0,358.0,523.0,418.0
17970,76,2015-02-24 01:00:00,73.0,238.0,88.0,73.0
17971,76,2015-03-23 01:00:00,100.0,265.0,115.0,100.0
17972,76,2015-05-05 02:00:00,143.0,308.0,158.0,143.0
17973,76,2015-05-16 02:00:00,154.0,319.0,169.0,154.0
17974,76,2015-06-18 14:00:00,187.0,352.0,202.0,187.0
17975,76,2015-07-08 02:00:00,207.0,372.0,222.0,207.0
17976,76,2015-08-12 14:00:00,242.0,407.0,257.0,242.0
17977,78,2015-04-13 02:00:00,301.0,286.0,136.0,241.0
17978,78,2015-05-25 02:00:00,343.0,328.0,178.0,283.0
17979,78,2015-06-05 14:00:00,354.0,339.0,189.0,294.0
17980,78,2015-09-04 14:00:00,445.0,430.0,280.0,385.0
17981,78,2015-09-30 14:00:00,471.0,456.0,306.0,411.0
17982,78,2015-11-04 13:00:00,506.0,491.0,341.0,446.0
17983,80,2015-01-12 13:00:00,45.0,75.0,45.0,105.0
17984,80,2015-04-09 02:00:00,132.0,162.0,132.0,192.0
17985,80,2015-05-25 02:00:00,178.0,208.0,178.0,238.0
17986,80,2015-06-02 14:00:00,186.0,216.0,186.0,246.0
17987,80,2015-09-10 14:00:00,286.0,316.0,286.0,346.0
17988,81,2015-03-13 01:00:00,240.0,285.0,255.0,240.0
17989,81,2015-07-19 14:00:00,368.0,413.0,383.0,368.0
17990,81,2015-08-18 14:00:00,398.0,443.0,413.0,398.0
17991,81,2015-09-02 14:00:00,413.0,458.0,428.0,413.0
17992,81,2015-11-06 13:00:00,478.0,523.0,493.0,478.0
17993,81,2015-11-13 13:00:00,485.0,530.0,500.0,485.0
17994,82,2015-02-05 01:00:00,204.0,114.0,234.0,129.0
17995,82,2015-03-16 13:00:00,243.0,153.0,273.0,168.0
17996,82,2015-06-12 02:00:00,331.0,241.0,361.0,256.0
17997,82,2015-07-05 14:00:00,354.0,264.0,384.0,279.0
17998,82,2015-10-16 02:00:00,457.0,367.0,487.0,382.0
17999,82,2015-10-24 02:00:00,465.0,375.0,495.0,390.0
18000,83,2015-02-28 01:00:00,62.0,167.0,122.0,137.0
18001,83,2015-06-08 14:00:00,162.0,267.0,222.0,237.0
18002,83,2015-08-14 02:00:00,229.0,334.0,289.0,304.0
18003,83,2015-08-20 02:00:00,235.0,340.0,295.0,310.0
18004,84,2015-09-06 14:00:00,297.0,447.0,297.0,462.0
18005,84,2015-10-04 14:00:00,325.0,475.0,325.0,490.0
18006,84,2015-11-01 13:00:00,353.0,503.0,353.0,518.0
18007,85,2015-02-28 13:00:00,227.0,122.0,257.0,197.0
18008,85,2015-05-18 02:00:00,306.0,201.0,336.0,276.0
18009,85,2015-05-21 02:00:00,309.0,204.0,339.0,279.0
18010,85,2015-12-06 01:00:00,508.0,403.0,538.0,478.0
18011,86,2015-10-19 14:00:00,295.0,505.0,490.0,475.0
18012,86,2015-12-03 13:00:00,340.0,550.0,535.0,520.0
18013,87,2015-04-17 02:00:00,125.0,200.0,200.0,185.0
18014,87,2015-05-12 02:00:00,150.0,225.0,225.0,210.0
18015,87,2015-05-17 02:00:00,155.0,230.0,230.0,215.0
18016,87,2015-05-19 14:00:00,157.0,232.0,232.0,217.0
18017,87,2015-05-26 02:00:00,164.0,239.0,239.0,224.0
18018,87,2015-08-19 02:00:00,249.0,324.0,324.0,309.0
18019,87,2015-10-14 02:00:00,305.0,380.0,380.0,365.0
18020,87,2015-10-27 01:00:00,318.0,393.0,393.0,378.0
18021,88,2015-04-16 02:00:00,229.0,289.0,214.0,259.0
18022,88,2015-12-15 13:00:00,472.0,532.0,457.0,502.0
18023,88,2015-12-17 13:00:00,474.0,534.0,459.0,504.0
18024,89,2015-08-01 02:00:00,216.0,366.0,246.0,216.0
18025,89,2015-12-31 01:00:00,368.0,518.0,398.0,368.0
18026,90,2015-06-20 02:00:00,279.0,234.0,369.0,219.0
18027,91,2015-03-21 01:00:00,98.0,128.0,263.0,173.0
18028,91,2015-06-23 02:00:00,192.0,222.0,357.0,267.0
18029,91,2015-11-12 13:00:00,334.0,364.0,499.0,409.0
18030,92,2015-03-06 01:00:00,263.0,98.0,173.0,128.0
18031,92,2015-12-14 13:00:00,546.0,381.0,456.0,411.0
18032,93,2015-01-14 13:00:00,182.0,137.0,227.0,137.0
18033,93,2015-07-23 14:00:00,372.0,327.0,417.0,327.0
18034,93,2015-08-21 02:00:00,401.0,356.0,446.0,356.0
18035,94,2015-04-08 14:00:00,266.0,116.0,221.0,221.0
18036,94,2015-04-21 14:00:00,279.0,129.0,234.0,234.0
18037,94,2015-07-28 14:00:00,377.0,227.0,332.0,332.0
18038,94,2015-09-26 02:00:00,437.0,287.0,392.0,392.0
18039,94,2015-10-31 13:00:00,472.0,322.0,427.0,427.0
18040,94,2015-12-13 01:00:00,515.0,365.0,470.0,470.0
18041,95,2015-02-25 13:00:00,254.0,179.0,239.0,269.0
18042,95,2015-03-19 13:00:00,276.0,201.0,261.0,291.0
18043,95,2015-04-22 14:00:00,310.0,235.0,295.0,325.0
18044,95,2015-09-22 14:00:00,463.0,388.0,448.0,478.0
18045,96,2015-03-03 01:00:00,275.0,200.0,200.0,200.0
18046,96,2015-08-27 14:00:00,452.0,377.0,377.0,377.0
18047,96,2015-09-05 14:00:00,461.0,386.0,386.0,386.0
18048,97,2015-06-15 14:00:00,349.0,349.0,274.0,349.0
18049,97,2015-09-25 14:00:00,451.0,451.0,376.0,451.0
18050,98,2015-02-05 01:00:00,159.0,99.0,159.0,129.0
18051,98,2015-03-23 13:00:00,205.0,145.0,205.0,175.0
18052,98,2015-06-04 14:00:00,278.0,218.0,278.0,248.0
18053,98,2015-09-08 14:00:00,374.0,314.0,374.0,344.0
18054,99,2015-06-19 14:00:00,218.0,173.0,173.0,338.0
18055,99,2015-08-14 14:00:00,274.0,229.0,229.0,394.0
18056,99,2015-09-22 14:00:00,313.0,268.0,268.0,433.0
18057,99,2015-11-05 01:00:00,357.0,312.0,312.0,477.0
18058,99,2015-12-09 13:00:00,391.0,346.0,346.0,511.0
18059,100,2015-05-12 02:00:00,240.0,150.0,165.0,255.0
18060,100,2015-09-01 02:00:00,352.0,262.0,277.0,367.0
18061,100,2015-09-09 14:00:00,360.0,270.0,285.0,375.0
18062,100,2015-10-08 02:00:00,389.0,299.0,314.0,404.0
18063,100,2015-12-04 13:00:00,446.0,356.0,371.0,461.0
18064,100,2015-12-26 13:00:00,468.0,378.0,393.0,483.0
18065,1,2015-07-06 02:00:00,205.0,400.0,340.0,355.0
18066,1,2015-09-16 02:00:00,277.0,472.0,412.0,427.0
18067,1,2015-10-20 02:00:00,311.0,506.0,446.0,461.0
18068,2,2015-04-23 02:00:00,311.0,251.0,281.0,146.0
18069,2,2015-10-01 02:00:00,472.0,412.0,442.0,307.0
18070,2,2015-10-21 14:00:00,492.0,432.0,462.0,327.0
18071,2,2015-11-15 13:00:00,517.0,457.0,487.0,352.0
18072,3,2015-01-30 13:00:00,168.0,63.0,228.0,213.0
18073,3,2015-07-16 02:00:00,335.0,230.0,395.0,380.0
18074,3,2015-08-13 02:00:00,363.0,258.0,423.0,408.0
18075,3,2015-10-04 02:00:00,415.0,310.0,475.0,460.0
18076,3,2015-10-19 02:00:00,430.0,325.0,490.0,475.0
18077,3,2015-10-28 01:00:00,439.0,334.0,499.0,484.0
18078,3,2015-11-14 13:00:00,456.0,351.0,516.0,501.0
18079,4,2015-01-10 01:00:00,163.0,208.0,58.0,28.0
18080,4,2015-04-29 14:00:00,272.0,317.0,167.0,137.0
18081,4,2015-09-08 02:00:00,404.0,449.0,299.0,269.0
18082,4,2015-12-02 01:00:00,489.0,534.0,384.0,354.0
18083,5,2015-02-03 13:00:00,112.0,157.0,172.0,127.0
18084,5,2015-03-08 01:00:00,145.0,190.0,205.0,160.0
18085,5,2015-08-20 14:00:00,310.0,355.0,370.0,325.0
18086,5,2015-08-27 14:00:00,317.0,362.0,377.0,332.0
18087,5,2015-12-27 13:00:00,439.0,484.0,499.0,454.0
18088,6,2015-02-17 01:00:00,51.0,261.0,156.0,156.0
18089,6,2015-03-30 02:00:00,92.0,302.0,197.0,197.0
18090,6,2015-04-23 14:00:00,116.0,326.0,221.0,221.0
18091,6,2015-05-23 14:00:00,146.0,356.0,251.0,251.0
18092,6,2015-07-03 02:00:00,187.0,397.0,292.0,292.0
18093,6,2015-09-25 02:00:00,271.0,481.0,376.0,376.0
18094,7,2015-01-10 01:00:00,193.0,148.0,193.0,43.0
18095,7,2015-02-19 01:00:00,233.0,188.0,233.0,83.0
18096,8,2015-01-29 13:00:00,62.0,107.0,152.0,47.0
18097,8,2015-02-04 01:00:00,68.0,113.0,158.0,53.0
18098,8,2015-03-14 01:00:00,106.0,151.0,196.0,91.0
18099,8,2015-03-27 13:00:00,119.0,164.0,209.0,104.0
18100,8,2015-06-04 14:00:00,188.0,233.0,278.0,173.0
18101,8,2015-08-08 02:00:00,253.0,298.0,343.0,238.0
18102,8,2015-08-25 02:00:00,270.0,315.0,360.0,255.0
18103,8,2015-11-27 01:00:00,364.0,409.0,454.0,349.0
18104,8,2015-12-31 13:00:00,398.0,443.0,488.0,383.0
18105,9,2015-07-05 14:00:00,399.0,399.0,189.0,219.0
18106,9,2015-09-05 02:00:00,461.0,461.0,251.0,281.0
18107,10,2015-03-01 01:00:00,138.0,183.0,258.0,153.0
18108,10,2015-04-30 14:00:00,198.0,243.0,318.0,213.0
18109,10,2015-06-23 02:00:00,252.0,297.0,372.0,267.0
18110,10,2015-09-12 02:00:00,333.0,378.0,453.0,348.0
18111,10,2015-09-24 02:00:00,345.0,390.0,465.0,360.0
18112,11,2015-03-15 13:00:00,242.0,287.0,242.0,122.0
18113,11,2015-03-29 01:00:00,256.0,301.0,256.0,136.0
18114,11,2015-12-17 13:00:00,519.0,564.0,519.0,399.0
18115,11,2015-12-21 01:00:00,523.0,568.0,523.0,403.0
18116,12,2015-05-15 02:00:00,183.0,273.0,288.0,258.0
18117,12,2015-08-09 14:00:00,269.0,359.0,374.0,344.0
18118,12,2015-12-15 01:00:00,397.0,487.0,502.0,472.0
18119,13,2015-01-31 01:00:00,229.0,34.0,64.0,154.0
18120,13,2015-03-27 13:00:00,284.0,89.0,119.0,209.0
18121,13,2015-04-15 14:00:00,303.0,108.0,138.0,228.0
18122,13,2015-04-24 02:00:00,312.0,117.0,147.0,237.0
18123,14,2015-02-21 13:00:00,205.0,130.0,100.0,220.0
18124,14,2015-06-14 02:00:00,318.0,243.0,213.0,333.0
18125,14,2015-08-15 02:00:00,380.0,305.0,275.0,395.0
18126,14,2015-09-22 02:00:00,418.0,343.0,313.0,433.0
18127,14,2015-09-25 14:00:00,421.0,346.0,316.0,436.0
18128,14,2015-12-06 01:00:00,493.0,418.0,388.0,508.0
18129,15,2015-02-13 01:00:00,242.0,182.0,62.0,167.0
18130,15,2015-04-17 02:00:00,305.0,245.0,125.0,230.0
18131,16,2015-07-11 14:00:00,240.0,270.0,255.0,405.0
18132,16,2015-07-19 02:00:00,248.0,278.0,263.0,413.0
18133,17,2015-02-25 01:00:00,89.0,179.0,194.0,149.0
18134,17,2015-03-05 01:00:00,97.0,187.0,202.0,157.0
18135,17,2015-03-14 01:00:00,106.0,196.0,211.0,166.0
18136,17,2015-07-21 02:00:00,235.0,325.0,340.0,295.0
18137,17,2015-09-17 02:00:00,293.0,383.0,398.0,353.0
18138,17,2015-11-30 01:00:00,367.0,457.0,472.0,427.0
18139,17,2015-12-28 13:00:00,395.0,485.0,500.0,455.0
18140,18,2015-01-09 01:00:00,42.0,147.0,222.0,207.0
18141,18,2015-11-07 13:00:00,344.0,449.0,524.0,509.0
18142,19,2015-07-08 02:00:00,372.0,327.0,207.0,402.0
18143,19,2015-11-10 01:00:00,497.0,452.0,332.0,527.0
18144,19,2015-11-20 01:00:00,507.0,462.0,342.0,537.0
18145,20,2015-06-09 14:00:00,373.0,373.0,223.0,343.0
18146,20,2015-06-10 02:00:00,374.0,374.0,224.0,344.0
18147,20,2015-08-01 14:00:00,426.0,426.0,276.0,396.0
18148,21,2015-01-01 01:00:00,34.0,94.0,214.0,109.0
18149,21,2015-08-13 14:00:00,258.0,318.0,438.0,333.0
18150,21,2015-09-01 02:00:00,277.0,337.0,457.0,352.0
18151,21,2015-09-27 14:00:00,303.0,363.0,483.0,378.0
18152,21,2015-10-29 13:00:00,335.0,395.0,515.0,410.0
18153,22,2015-09-10 14:00:00,256.0,391.0,451.0,271.0
18154,23,2015-08-31 14:00:00,276.0,276.0,321.0,321.0
18155,23,2015-12-01 01:00:00,368.0,368.0,413.0,413.0
18156,24,2015-01-04 01:00:00,112.0,187.0,82.0,142.0
18157,24,2015-01-09 13:00:00,117.0,192.0,87.0,147.0
18158,24,2015-02-18 13:00:00,157.0,232.0,127.0,187.0
18159,24,2015-05-12 02:00:00,240.0,315.0,210.0,270.0
18160,24,2015-11-24 01:00:00,436.0,511.0,406.0,466.0
18161,25,2015-01-20 13:00:00,113.0,53.0,218.0,113.0
18162,25,2015-01-27 13:00:00,120.0,60.0,225.0,120.0
18163,25,2015-06-13 02:00:00,257.0,197.0,362.0,257.0
18164,25,2015-08-04 02:00:00,309.0,249.0,414.0,309.0
18165,25,2015-11-09 13:00:00,406.0,346.0,511.0,406.0
18166,25,2015-12-13 13:00:00,440.0,380.0,545.0,440.0
18167,26,2015-01-21 01:00:00,99.0,234.0,219.0,54.0
18168,26,2015-01-24 01:00:00,102.0,237.0,222.0,57.0
18169,26,2015-02-08 13:00:00,117.0,252.0,237.0,72.0
18170,27,2015-09-09 02:00:00,390.0,270.0,315.0,345.0
18171,27,2015-12-17 13:00:00,489.0,369.0,414.0,444.0
18172,28,2015-04-26 02:00:00,314.0,209.0,299.0,224.0
18173,28,2015-06-19 02:00:00,368.0,263.0,353.0,278.0
18174,28,2015-10-29 13:00:00,500.0,395.0,485.0,410.0
18175,28,2015-12-24 13:00:00,556.0,451.0,541.0,466.0
18176,29,2015-02-06 01:00:00,100.0,40.0,205.0,175.0
18177,29,2015-07-12 02:00:00,256.0,196.0,361.0,331.0
18178,29,2015-08-08 02:00:00,283.0,223.0,388.0,358.0
18179,29,2015-09-19 02:00:00,325.0,265.0,430.0,400.0
18180,29,2015-12-08 01:00:00,405.0,345.0,510.0,480.0
18181,30,2015-03-05 01:00:00,247.0,97.0,217.0,247.0
18182,30,2015-04-26 14:00:00,299.0,149.0,269.0,299.0
18183,30,2015-09-27 14:00:00,453.0,303.0,423.0,453.0
18184,30,2015-10-13 14:00:00,469.0,319.0,439.0,469.0
18185,31,2015-02-19 01:00:00,218.0,188.0,143.0,188.0
18186,31,2015-03-07 01:00:00,234.0,204.0,159.0,204.0
18187,31,2015-03-15 01:00:00,242.0,212.0,167.0,212.0
18188,31,2015-04-07 02:00:00,265.0,235.0,190.0,235.0
18189,31,2015-09-02 02:00:00,413.0,383.0,338.0,383.0
18190,32,2015-04-30 14:00:00,228.0,138.0,273.0,198.0
18191,32,2015-07-28 14:00:00,317.0,227.0,362.0,287.0
18192,32,2015-07-30 02:00:00,319.0,229.0,364.0,289.0
18193,32,2015-11-05 01:00:00,417.0,327.0,462.0,387.0
18194,32,2015-12-12 01:00:00,454.0,364.0,499.0,424.0
18195,33,2015-05-26 14:00:00,254.0,269.0,179.0,224.0
18196,33,2015-06-07 02:00:00,266.0,281.0,191.0,236.0
18197,34,2015-03-16 01:00:00,228.0,183.0,168.0,273.0
18198,34,2015-10-24 02:00:00,450.0,405.0,390.0,495.0
18199,34,2015-11-29 13:00:00,486.0,441.0,426.0,531.0
18200,35,2015-01-09 13:00:00,27.0,162.0,87.0,207.0
18201,35,2015-01-19 01:00:00,37.0,172.0,97.0,217.0
18202,35,2015-05-22 14:00:00,160.0,295.0,220.0,340.0
18203,35,2015-07-23 14:00:00,222.0,357.0,282.0,402.0
18204,35,2015-08-13 14:00:00,243.0,378.0,303.0,423.0
18205,35,2015-12-07 13:00:00,359.0,494.0,419.0,539.0
18206,36,2015-01-16 01:00:00,184.0,109.0,94.0,184.0
18207,36,2015-04-05 14:00:00,263.0,188.0,173.0,263.0
18208,36,2015-12-07 01:00:00,509.0,434.0,419.0,509.0
18209,37,2015-06-15 02:00:00,259.0,379.0,289.0,304.0
18210,37,2015-07-10 14:00:00,284.0,404.0,314.0,329.0
18211,37,2015-12-17 13:00:00,444.0,564.0,474.0,489.0
18212,37,2015-12-19 01:00:00,446.0,566.0,476.0,491.0
18213,38,2015-01-31 13:00:00,109.0,199.0,64.0,94.0
18214,38,2015-02-17 01:00:00,126.0,216.0,81.0,111.0
18215,38,2015-06-27 02:00:00,256.0,346.0,211.0,241.0
18216,38,2015-10-13 02:00:00,364.0,454.0,319.0,349.0
18217,39,2015-01-20 01:00:00,233.0,53.0,83.0,218.0
18218,39,2015-02-17 01:00:00,261.0,81.0,111.0,246.0
18219,39,2015-03-14 13:00:00,286.0,106.0,136.0,271.0
18220,39,2015-03-19 01:00:00,291.0,111.0,141.0,276.0
18221,40,2015-07-27 14:00:00,286.0,421.0,346.0,241.0
18222,40,2015-08-05 02:00:00,295.0,430.0,355.0,250.0
18223,40,2015-10-02 02:00:00,353.0,488.0,413.0,308.0
18224,41,2015-02-27 01:00:00,151.0,271.0,196.0,211.0
18225,41,2015-04-15 02:00:00,198.0,318.0,243.0,258.0
18226,41,2015-05-20 02:00:00,233.0,353.0,278.0,293.0
18227,41,2015-08-27 14:00:00,332.0,452.0,377.0,392.0
18228,41,2015-09-24 14:00:00,360.0,480.0,405.0,420.0
18229,41,2015-11-18 01:00:00,415.0,535.0,460.0,475.0
18230,42,2015-02-16 13:00:00,155.0,110.0,230.0,215.0
18231,42,2015-04-23 14:00:00,221.0,176.0,296.0,281.0
18232,42,2015-07-27 14:00:00,316.0,271.0,391.0,376.0
18233,42,2015-08-07 02:00:00,327.0,282.0,402.0,387.0
18234,42,2015-08-10 14:00:00,330.0,285.0,405.0,390.0
18235,42,2015-08-25 02:00:00,345.0,300.0,420.0,405.0
18236,42,2015-10-05 02:00:00,386.0,341.0,461.0,446.0
18237,42,2015-11-29 13:00:00,441.0,396.0,516.0,501.0
18238,43,2015-01-26 13:00:00,194.0,224.0,179.0,89.0
18239,43,2015-03-22 13:00:00,249.0,279.0,234.0,144.0
18240,43,2015-04-13 14:00:00,271.0,301.0,256.0,166.0
18241,43,2015-06-15 14:00:00,334.0,364.0,319.0,229.0
18242,43,2015-12-28 01:00:00,530.0,560.0,515.0,425.0
18243,44,2015-12-18 13:00:00,475.0,520.0,550.0,370.0
18244,45,2015-04-23 02:00:00,116.0,236.0,146.0,131.0
18245,45,2015-05-07 02:00:00,130.0,250.0,160.0,145.0
18246,45,2015-05-17 14:00:00,140.0,260.0,170.0,155.0
18247,45,2015-07-17 02:00:00,201.0,321.0,231.0,216.0
18248,46,2015-05-13 14:00:00,211.0,226.0,331.0,331.0
18249,46,2015-08-29 14:00:00,319.0,334.0,439.0,439.0
18250,46,2015-10-17 02:00:00,368.0,383.0,488.0,488.0
18251,47,2015-06-24 14:00:00,328.0,223.0,238.0,388.0
18252,47,2015-12-09 01:00:00,496.0,391.0,406.0,556.0
18253,48,2015-01-29 01:00:00,92.0,77.0,242.0,32.0
18254,48,2015-05-24 14:00:00,207.0,192.0,357.0,147.0
18255,48,2015-12-19 01:00:00,416.0,401.0,566.0,356.0
18256,48,2015-12-24 01:00:00,421.0,406.0,571.0,361.0
18257,49,2015-07-18 02:00:00,322.0,232.0,352.0,262.0
18258,50,2015-04-10 02:00:00,163.0,283.0,223.0,208.0
18259,50,2015-05-22 02:00:00,205.0,325.0,265.0,250.0
18260,50,2015-10-08 14:00:00,344.0,464.0,404.0,389.0
18261,50,2015-12-19 01:00:00,416.0,536.0,476.0,461.0
18262,51,2015-03-19 13:00:00,186.0,276.0,111.0,156.0
18263,51,2015-04-09 02:00:00,207.0,297.0,132.0,177.0
18264,51,2015-04-20 02:00:00,218.0,308.0,143.0,188.0
18265,51,2015-04-28 14:00:00,226.0,316.0,151.0,196.0
18266,51,2015-08-21 02:00:00,341.0,431.0,266.0,311.0
18267,52,2015-02-13 13:00:00,77.0,257.0,107.0,92.0
18268,52,2015-03-10 01:00:00,102.0,282.0,132.0,117.0
18269,52,2015-04-17 14:00:00,140.0,320.0,170.0,155.0
18270,52,2015-12-18 13:00:00,385.0,565.0,415.0,400.0
18271,53,2015-05-02 14:00:00,155.0,185.0,200.0,140.0
18272,53,2015-05-24 02:00:00,177.0,207.0,222.0,162.0
18273,53,2015-07-05 14:00:00,219.0,249.0,264.0,204.0
18274,53,2015-09-22 14:00:00,298.0,328.0,343.0,283.0
18275,53,2015-12-06 13:00:00,373.0,403.0,418.0,358.0
18276,53,2015-12-24 13:00:00,391.0,421.0,436.0,376.0
18277,54,2015-09-02 14:00:00,248.0,428.0,458.0,338.0
18278,54,2015-09-17 02:00:00,263.0,443.0,473.0,353.0
18279,55,2015-06-28 02:00:00,377.0,182.0,257.0,377.0
18280,55,2015-07-29 14:00:00,408.0,213.0,288.0,408.0
18281,55,2015-08-05 02:00:00,415.0,220.0,295.0,415.0
18282,55,2015-09-04 02:00:00,445.0,250.0,325.0,445.0
18283,55,2015-11-24 01:00:00,526.0,331.0,406.0,526.0
18284,56,2015-04-08 02:00:00,176.0,251.0,116.0,311.0
18285,56,2015-06-06 02:00:00,235.0,310.0,175.0,370.0
18286,56,2015-09-12 14:00:00,333.0,408.0,273.0,468.0
18287,57,2015-01-11 13:00:00,44.0,209.0,149.0,149.0
18288,57,2015-03-15 01:00:00,107.0,272.0,212.0,212.0
18289,57,2015-03-19 13:00:00,111.0,276.0,216.0,216.0
18290,57,2015-05-01 02:00:00,154.0,319.0,259.0,259.0
18291,57,2015-09-29 14:00:00,305.0,470.0,410.0,410.0
18292,57,2015-12-27 01:00:00,394.0,559.0,499.0,499.0
18293,58,2015-02-18 13:00:00,112.0,172.0,187.0,232.0
18294,58,2015-04-10 14:00:00,163.0,223.0,238.0,283.0
18295,58,2015-04-26 02:00:00,179.0,239.0,254.0,299.0
18296,58,2015-05-30 14:00:00,213.0,273.0,288.0,333.0
18297,58,2015-06-16 14:00:00,230.0,290.0,305.0,350.0
18298,58,2015-07-13 02:00:00,257.0,317.0,332.0,377.0
18299,58,2015-09-16 14:00:00,322.0,382.0,397.0,442.0
18300,58,2015-11-08 01:00:00,375.0,435.0,450.0,495.0
18301,59,2015-01-24 01:00:00,27.0,192.0,162.0,87.0
18302,59,2015-12-08 01:00:00,345.0,510.0,480.0,405.0
18303,60,2015-05-24 02:00:00,357.0,312.0,252.0,237.0
18304,61,2015-09-08 02:00:00,434.0,404.0,314.0,449.0
18305,62,2015-01-12 01:00:00,135.0,90.0,60.0,150.0
18306,62,2015-10-18 02:00:00,414.0,369.0,339.0,429.0
18307,62,2015-11-12 01:00:00,439.0,394.0,364.0,454.0
18308,62,2015-12-14 13:00:00,471.0,426.0,396.0,486.0
